0,0.0001,0.0201,0.0401,0.0601,0.0701,0.0801,0.0901,0.1001,0.1101,0.1201,0.1201,0.1301,0.1301,0.1401,0.1501,0.1501,0.1501,0.1601,0.1601,0.1601,0.1701,0.1701,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1901,0.1901,0.1901,0.2001,0.1901,0.2001,0.2001,0.1901,0.2001,0.2001
0,0,0.0001,0.0301,0.0401,0.0601,0.0701,0.0801,0.0901,0.1001,0.1101,0.1101,0.1301,0.1301,0.1301,0.1401,0.1501,0.1501,0.1501,0.1601,0.1601,0.1601,0.1701,0.1701,0.1701,0.1701,0.1801,0.1801,0.1901,0.1801,0.1901,0.1901,0.1901,0.1901,0.2001,0.1901,0.1901,0.1901,0.2001
0,0,0,0.0001,0.0301,0.0401,0.0601,0.0701,0.0801,0.0901,0.1001,0.1101,0.1201,0.1301,0.1301,0.1401,0.1401,0.1401,0.1501,0.1601,0.1601,0.1601,0.1701,0.1701,0.1701,0.1801,0.1801,0.1801,0.1801,0.1801,0.1901,0.1901,0.1901,0.1901,0.1901,0.1901,0.2101,0.1901,0.2001
0,0,0,0,0.0001,0.0301,0.0401,0.0601,0.0701,0.0801,0.0901,0.1001,0.1101,0.1201,0.1201,0.1301,0.1401,0.1401,0.1501,0.1501,0.1501,0.1601,0.1701,0.1601,0.1701,0.1801,0.1701,0.1801,0.1801,0.1801,0.1801,0.1801,0.1901,0.1901,0.1901,0.1901,0.1901,0.1901,0.2001
0,0,0,0,0,0.0101,0.0301,0.0401,0.0601,0.0701,0.0801,0.0901,0.1001,0.1101,0.1201,0.1201,0.1301,0.1401,0.1401,0.1401,0.1501,0.1601,0.1601,0.1601,0.1701,0.1701,0.1701,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1901,0.1901,0.1901,0.1901,0.1901,0.1901
0,0,0,0,0,0,0.0101,0.0301,0.0401,0.0601,0.0701,0.0801,0.0901,0.1001,0.1101,0.1201,0.1201,0.1301,0.1401,0.1401,0.1401,0.1501,0.1501,0.1601,0.1601,0.1701,0.1701,0.1701,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1901,0.1901,0.1901,0.2001,0.1901
0,0,0,0,0,0,0,0.0101,0.0301,0.0401,0.0601,0.0701,0.0801,0.0901,0.1001,0.1101,0.1201,0.1201,0.1301,0.1401,0.1401,0.1401,0.1501,0.1601,0.1601,0.1601,0.1601,0.1701,0.1701,0.1801,0.1701,0.1801,0.1801,0.1801,0.1901,0.1801,0.1901,0.1901,0.1901
0,0,0,0,0,0,0,0,0.0101,0.0301,0.0501,0.0601,0.0701,0.0801,0.0901,0.1001,0.1101,0.1201,0.1301,0.1301,0.1401,0.1401,0.1501,0.1501,0.1601,0.1601,0.1601,0.1701,0.1701,0.1701,0.1701,0.1801,0.1801,0.1801,0.1901,0.1901,0.1901,0.1901,0.1901
0,0,0,0,0,0,0,0,0,0.0101,0.0301,0.0501,0.0601,0.0701,0.0801,0.0901,0.1001,0.1101,0.1201,0.1201,0.1301,0.1401,0.1401,0.1501,0.1501,0.1501,0.1601,0.1701,0.1601,0.1701,0.1701,0.1701,0.1701,0.1801,0.1801,0.1801,0.1901,0.1801,0.1901
0,0,0,0,0,0,0,0,0,0,0.0101,0.0301,0.0501,0.0601,0.0701,0.0801,0.0901,0.1001,0.1101,0.1201,0.1301,0.1301,0.1301,0.1401,0.1501,0.1501,0.1501,0.1601,0.1601,0.1701,0.1701,0.1701,0.1801,0.1701,0.1801,0.1801,0.1801,0.1901,0.1901
0,0,0,0,0,0,0,0,0,0,0,0.0101,0.0301,0.0501,0.0601,0.0701,0.0801,0.1001,0.1001,0.1101,0.1201,0.1301,0.1301,0.1401,0.1401,0.1401,0.1501,0.1601,0.1601,0.1601,0.1701,0.1701,0.1701,0.1701,0.1801,0.1801,0.1801,0.1801,0.1801
0,0,0,0,0,0,0,0,0,0,0,0,0.0101,0.0301,0.0501,0.0601,0.0701,0.0801,0.0901,0.1001,0.1101,0.1201,0.1301,0.1301,0.1301,0.1401,0.1401,0.1601,0.1601,0.1601,0.1601,0.1701,0.1701,0.1701,0.1701,0.1801,0.1701,0.1801,0.1801
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201,0.0301,0.0501,0.0601,0.0701,0.0801,0.1001,0.1001,0.1101,0.1101,0.1201,0.1301,0.1301,0.1501,0.1501,0.1501,0.1601,0.1601,0.1601,0.1701,0.1701,0.1701,0.1801,0.1701,0.1801,0.1801
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201,0.0301,0.0501,0.0601,0.0701,0.0901,0.1001,0.1001,0.1101,0.1201,0.1301,0.1301,0.1401,0.1401,0.1401,0.1501,0.1601,0.1601,0.1601,0.1701,0.1701,0.1701,0.1701,0.1701,0.1801
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201,0.0301,0.0501,0.0601,0.0801,0.0801,0.0901,0.1001,0.1101,0.1201,0.1201,0.1301,0.1401,0.1401,0.1401,0.1501,0.1501,0.1601,0.1601,0.1601,0.1701,0.1701,0.1701,0.1801
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201,0.0301,0.0501,0.0601,0.0801,0.0901,0.0901,0.1001,0.1101,0.1201,0.1201,0.1301,0.1401,0.1401,0.1501,0.1501,0.1501,0.1601,0.1601,0.1701,0.1701,0.1701,0.1801
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201,0.0301,0.0501,0.0601,0.0701,0.0901,0.1001,0.1101,0.1101,0.1201,0.1201,0.1301,0.1401,0.1401,0.1401,0.1501,0.1501,0.1601,0.1601,0.1701,0.1701,0.1701
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201,0.0301,0.0501,0.0601,0.0701,0.0901,0.1001,0.1001,0.1101,0.1201,0.1201,0.1301,0.1401,0.1401,0.1401,0.1501,0.1601,0.1501,0.1601,0.1701,0.1701
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201,0.0301,0.0501,0.0601,0.0801,0.0901,0.0901,0.1001,0.1101,0.1201,0.1201,0.1301,0.1301,0.1401,0.1501,0.1501,0.1501,0.1601,0.1701,0.1601
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201,0.0401,0.0501,0.0601,0.0701,0.0901,0.1001,0.1001,0.1101,0.1201,0.1201,0.1301,0.1401,0.1401,0.1401,0.1501,0.1601,0.1601,0.1601
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201,0.0401,0.0501,0.0601,0.0801,0.0901,0.0901,0.1001,0.1101,0.1201,0.1301,0.1301,0.1301,0.1401,0.1501,0.1401,0.1501,0.1601
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201,0.0401,0.0501,0.0701,0.0801,0.0901,0.1001,0.1001,0.1101,0.1201,0.1301,0.1301,0.1401,0.1401,0.1401,0.1501,0.1501
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201,0.0401,0.0501,0.0601,0.0801,0.0901,0.1001,0.1001,0.1101,0.1201,0.1301,0.1301,0.1401,0.1401,0.1401,0.1401
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201,0.0401,0.0501,0.0601,0.0801,0.0901,0.1001,0.1101,0.1101,0.1201,0.1201,0.1301,0.1301,0.1401,0.1401
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201,0.0401,0.0501,0.0601,0.0801,0.0901,0.1001,0.1001,0.1101,0.1201,0.1201,0.1301,0.1301,0.1401
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201,0.0401,0.0501,0.0701,0.0801,0.0901,0.1001,0.1001,0.1101,0.1101,0.1201,0.1301,0.1301
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201,0.0401,0.0501,0.0701,0.0801,0.0901,0.0901,0.1001,0.1101,0.1201,0.1201,0.1201
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201,0.0401,0.0501,0.0701,0.0801,0.0901,0.0901,0.1001,0.1101,0.1201,0.1201
